review_id,review,sentiment_label,rating,review_title,date_time,app_name,country,app_market_place,clean_review
2,Please fix the problem in marketplace!,0,2,Marketplace and Pages problem,12/5/2021 17:48,Facebook,Malaysia,Apple App Store,"['pleas', 'fix', 'problem', 'marketplac']"
2,I can't change the location even the map are not showing but my internet are all fine.,0,2,Marketplace and Pages problem,12/5/2021 17:48,Facebook,Malaysia,Apple App Store,"['chang', 'locat', 'even', 'map', 'show', 'internet', 'fine']"
2,"Also when I select a right radius for specific place (my address to be exact), the products that showing are not from the place I selected.",0,2,Marketplace and Pages problem,12/5/2021 17:48,Facebook,Malaysia,Apple App Store,"['also', 'select', 'right', 'radiu', 'specif', 'place', 'address', 'exact', 'product', 'show', 'place', 'select']"
2,Whether it's far from my place or nearby but not exactly to the place I selected.,0,2,Marketplace and Pages problem,12/5/2021 17:48,Facebook,Malaysia,Apple App Store,"['whether', 'far', 'place', 'nearbi', 'exactli', 'place', 'select']"
2,Please fix it!!,0,2,Marketplace and Pages problem,12/5/2021 17:48,Facebook,Malaysia,Apple App Store,"['pleas', 'fix']"
2,"About page problem: The admins invited me to become one of their admins also in their Page, but I didn't receive any notifications that they invited me.",0,2,Marketplace and Pages problem,12/5/2021 17:48,Facebook,Malaysia,Apple App Store,"['page', 'problem', 'admin', 'invit', 'becom', 'one', 'admin', 'also', 'page', 'receiv', 'notif', 'invit']"
2,"I open the page settings in my account and it shows that I have 8pendings invitations but when I click the invitations button, there's no pages showing.",0,2,Marketplace and Pages problem,12/5/2021 17:48,Facebook,Malaysia,Apple App Store,"['open', 'page', 'set', 'account', 'show', 'end', 'invit', 'click', 'invit', 'button', 'page', 'show']"
2,Literally nothing!,0,2,Marketplace and Pages problem,12/5/2021 17:48,Facebook,Malaysia,Apple App Store,"['liter', 'noth']"
2,Those 8 pending invitations are nowhere to be found!,0,2,Marketplace and Pages problem,12/5/2021 17:48,Facebook,Malaysia,Apple App Store,"['pend', 'invit', 'nowher', 'found']"
2,I googled everything to fix those problem and did All of the suggestions but it was no help at all.,0,2,Marketplace and Pages problem,12/5/2021 17:48,Facebook,Malaysia,Apple App Store,"['googl', 'everyth', 'fix', 'problem', 'suggest', 'help']"
2,"Even some of my friends told me what to do but still nothing happened, the problem is still there.",0,2,Marketplace and Pages problem,12/5/2021 17:48,Facebook,Malaysia,Apple App Store,"['even', 'friend', 'told', 'still', 'noth', 'happen', 'problem', 'still']"
2,I don't know what to do anymore and it's making me so frustrated!,0,2,Marketplace and Pages problem,12/5/2021 17:48,Facebook,Malaysia,Apple App Store,"['know', 'anymor', 'make', 'frustrat']"
2,Please fix it.,0,2,Marketplace and Pages problem,12/5/2021 17:48,Facebook,Malaysia,Apple App Store,"['pleas', 'fix']"
3,I just made my account last night because i wanted to watch my favourite brand going for a special live that night.,1,1,Disabled for no f* reason,26/3/2022 22:38,Facebook,Malaysia,Apple App Store,"['made', 'account', 'last', 'night', 'want', 'watch', 'favourit', 'brand', 'go', 'special', 'live', 'night']"
3,It was a quick attempt so i had no time to upload a photo or add any friends.,0,1,Disabled for no f* reason,26/3/2022 22:38,Facebook,Malaysia,Apple App Store,"['quick', 'attempt', 'time', 'upload', 'photo', 'add', 'friend']"
3,But there are basic information that can’t be leave empty that I’ve filled.,0,1,Disabled for no f* reason,26/3/2022 22:38,Facebook,Malaysia,Apple App Store,"['basic', 'inform', '’', 'leav', 'empti', '’', 'fill']"
3,"And yet today when i sign in to complete my profile info, my account was already disabled??",0,1,Disabled for no f* reason,26/3/2022 22:38,Facebook,Malaysia,Apple App Store,"['yet', 'today', 'sign', 'complet', 'profil', 'info', 'account', 'alreadi', 'disabl']"
3,What are you disabling for??,0,1,Disabled for no f* reason,26/3/2022 22:38,Facebook,Malaysia,Apple App Store,['disabl']
3,"I didn’t even add anyone or comment/like/share on anything for that matter, so who could’ve possibly wanna report me??",0,1,Disabled for no f* reason,26/3/2022 22:38,Facebook,Malaysia,Apple App Store,"['’', 'even', 'add', 'anyon', 'comment', 'like', 'share', 'anyth', 'matter', 'could', '’', 'possibl', 'wan', 'na', 'report']"
3,Makes no sense at all & makes me feel so mad because this shows how facebook are not so “user-friendly “ i guess.,0,1,Disabled for no f* reason,26/3/2022 22:38,Facebook,Malaysia,Apple App Store,"['make', 'sens', 'make', 'feel', 'mad', 'show', 'facebook', '“', 'user', 'friendli', '“', 'guess']"
3,You think bcs ur facebook so everyone’s gonna flatter around u?!,0,1,Disabled for no f* reason,26/3/2022 22:38,Facebook,Malaysia,Apple App Store,"['think', 'bc', 'ur', 'facebook', 'everyon', '’', 'gon', 'na', 'flatter', 'around', 'u']"
3,"Well guess what, no thanks!",0,1,Disabled for no f* reason,26/3/2022 22:38,Facebook,Malaysia,Apple App Store,"['well', 'guess', 'thank']"
3,This app is so not welcoming & thank you for doing the disable job for me(hope you’ll just delete my acc).,0,1,Disabled for no f* reason,26/3/2022 22:38,Facebook,Malaysia,Apple App Store,"['app', 'say_farewel', 'thank', 'disabl', 'job', 'hope', '’', 'delet', 'acc']"
3,Not gonna sign up anymore!,0,1,Disabled for no f* reason,26/3/2022 22:38,Facebook,Malaysia,Apple App Store,"['gon', 'na', 'sign', 'anymor']"
4,"I believe, after so many years using the same old Facebook, that we deserve a major rewrite of the app, from the ground up, like what you did to the Messenger app last year, making the app much smaller to download and update specially for those who rely on cellular network with limited data plan, and making the app much more easier to use and less clunky, like what Facebook currently is, if you can do that to Messenger, I hope you will bring the same improvements to Facebook app, redesign it with more user-friendly interface, make it consume less power, perform faster, last longer in the background, smaller in size, improve accessibility of the app UI and also improve your audio quality in videos etc, thanks for your time reading and hopefully considering this feedback.",0,3,Maybe it's time for a major rewrite of the app,23/6/2021 7:39,Facebook,Malaysia,Apple App Store,"['believ', 'mani', 'year', 'use', 'old', 'facebook', 'deserv', 'major', 'rewrit', 'app', 'ground', 'like', 'messeng', 'app', 'last', 'year', 'make', 'app', 'much', 'smaller', 'download', 'updat', 'special', 'reli', 'cellular', 'network', 'limit', 'data', 'plan', 'make', 'app', 'much', 'easier', 'use', 'less', 'clunki', 'like', 'facebook', 'current', 'messeng', 'hope', 'bring', 'improv', 'facebook', 'app', 'redesign', 'user', 'friendli', 'interfac', 'make', 'consum', 'less', 'power', 'perform', 'faster', 'last', 'longer', 'background', 'smaller', 'size', 'improv', 'access', 'app', 'ui', 'also', 'improv', 'audio', 'qualiti', 'video', 'etc', 'thank', 'time', 'read', 'hope', 'consid', 'feedback']"
5,No much complaints except the 3 above.,0,3,Active status /too many ads /unpleasant update status,29/7/2019 14:26,Facebook,Malaysia,Apple App Store,"['much', 'complaint', 'except']"
5,I feel pretty uncomfortable about the ‘active status’ which is showing people whether you are online or offline.,0,3,Active status /too many ads /unpleasant update status,29/7/2019 14:26,Facebook,Malaysia,Apple App Store,"['feel', 'pretti', 'uncomfort', '‘', 'activ', 'statu', '’', 'show', 'peopl', 'whether', 'onlin', 'offlin']"
5,"I know there is a button to turn it on or off but i still feel uncomfortable as somehow it might be turned on itself without our acknowledgement, or sometimes after we reinstall FB and forgot to turn off the function.",0,3,Active status /too many ads /unpleasant update status,29/7/2019 14:26,Facebook,Malaysia,Apple App Store,"['know', 'button', 'turn', 'still', 'feel', 'uncomfort', 'somehow', 'might', 'turn', 'without', 'acknowledg', 'sometim', 'instal', 'fb', 'forgot', 'turn', 'function']"
5,"Same goes to Messager that link to our FB account, it will ‘betray’ and expose your active status too even though the button has turned off!",0,3,Active status /too many ads /unpleasant update status,29/7/2019 14:26,Facebook,Malaysia,Apple App Store,"['goe', 'messag', 'link', 'fb', 'account', '‘', 'betray', '’', 'expos', 'activ', 'statu', 'even', 'though', 'button', 'turn']"
5,"Another function that i dislike is there are too many ads/ sponsored ads which are rather disturbing than advertising, really spoil the mood of using FB.",0,3,Active status /too many ads /unpleasant update status,29/7/2019 14:26,Facebook,Malaysia,Apple App Store,"['anoth', 'function', 'dislik', 'mani', 'ad', 'sponsor', 'ad', 'rather', 'disturb', 'advertis', 'realli', 'spoil', 'mood', 'use', 'fb']"
5,"Also, sometimes i could see friends’ status update stating that “This content isn’t available at the moment” and the worse is that this kind of ‘update status’ might not be aware by the account holders themselves.",0,3,Active status /too many ads /unpleasant update status,29/7/2019 14:26,Facebook,Malaysia,Apple App Store,"['also', 'sometim', 'could', 'see', 'friend', '’', 'statu', 'updat', 'state', '“', 'content', '’', 'avail', 'moment', '”', 'wors', 'kind', '‘', 'updat', 'statu', '’', 'might', 'differ', 'awar', 'account', 'holder']"
5,"By reading the content, i still don’t get what is the purpose of having this kind of ‘status update’!!",0,3,Active status /too many ads /unpleasant update status,29/7/2019 14:26,Facebook,Malaysia,Apple App Store,"['read', 'content', 'still', '’', 'get', 'purpos', 'kind', '‘', 'statu', 'updat', '’']"
5,This might create unnecessary misunderstandings among the account holders and their friends.,0,3,Active status /too many ads /unpleasant update status,29/7/2019 14:26,Facebook,Malaysia,Apple App Store,"['might', 'creat', 'unnecessari', 'misunderstand', 'among', 'account', 'holder', 'friend']"
5,Hence I would like to request the FB team to consider these issues.,0,3,Active status /too many ads /unpleasant update status,29/7/2019 14:26,Facebook,Malaysia,Apple App Store,"['henc', 'would', 'like', 'request', 'fb', 'team', 'consid', 'issu']"
5,Thank you.,1,3,Active status /too many ads /unpleasant update status,29/7/2019 14:26,Facebook,Malaysia,Apple App Store,['thank']
6,I have reported 1 profile and 1 facebook page that it contents are sensitive to the facebook community.,0,2,Reports profile or page,20/3/2021 5:11,Facebook,Malaysia,Apple App Store,"['report', 'profil', 'facebook', 'page', 'content', 'sensit', 'facebook', 'commun']"
6,Both reports didn't make any difference as facebook still allow the sensitive contents to appear in the facebook page or newsfeed if my friendlist shared the post.,0,2,Reports profile or page,20/3/2021 5:11,Facebook,Malaysia,Apple App Store,"['report', 'make', 'differ', 'facebook', 'still', 'allow', 'sensit', 'content', 'appear', 'facebook', 'page', 'newsfe', 'friendli', 'share', 'post']"
6,"In the email, facebook only stated ""We have reviewed your reports on ....."" and didn't stated what is their action against my report.",0,2,Reports profile or page,20/3/2021 5:11,Facebook,Malaysia,Apple App Store,"['email', 'facebook', 'state', 'review', 'report', 'state', 'action', 'report']"
6,Facebook didn't really provide a lot of information regarding profile or facebook pages reports which is quite an disappointing.,0,2,Reports profile or page,20/3/2021 5:11,Facebook,Malaysia,Apple App Store,"['facebook', 'realli', 'provid', 'lot', 'inform', 'regard', 'profil', 'facebook', 'page', 'report', 'quit', 'disappoint']"
6,Facebook also didn't take the appropriate action regarding all the reports I've made and I think the rest would experienced the same thing too.,0,2,Reports profile or page,20/3/2021 5:11,Facebook,Malaysia,Apple App Store,"['facebook', 'also', 'take', 'appropri', 'action', 'regard', 'report', 'made', 'think', 'rest', 'would', 'experienc', 'thing']"
6,Provide a message column for facebook users to actually communicate with the facebook authorities.,0,2,Reports profile or page,20/3/2021 5:11,Facebook,Malaysia,Apple App Store,"['provid', 'messag', 'column', 'facebook', 'user', 'actual', 'commun', 'facebook', 'author']"
6,Please consider this review for facebook upgrades,0,2,Reports profile or page,20/3/2021 5:11,Facebook,Malaysia,Apple App Store,"['pleas', 'consid', 'review', 'facebook', 'upgrad']"
7,Lost so many features.,0,1,The old facebook is some much better,13/8/2020 14:26,Facebook,Malaysia,Apple App Store,"['lost', 'mani', 'featur']"
7,I don’t find the “share post”’option on a page post on my handphone.,0,1,The old facebook is some much better,13/8/2020 14:26,Facebook,Malaysia,Apple App Store,"['’', 'find', '“', 'share', 'post', '”', '’', 'option', 'page', 'post', 'handphon']"
7,I have to go on to my laptop to share it.,0,1,The old facebook is some much better,13/8/2020 14:26,Facebook,Malaysia,Apple App Store,"['go', 'laptop', 'share']"
7,"On the other hand, as a page editor, sharing other page’s post is just not available on my side.",0,1,The old facebook is some much better,13/8/2020 14:26,Facebook,Malaysia,Apple App Store,"['hand', 'page', 'editor', 'share', 'page', '’', 'post', 'unavail', 'side']"
7,"To add to that, I can’t even tag people or pages when I’m posting something on my phone without needing to @ then in the sentences.",0,1,The old facebook is some much better,13/8/2020 14:26,Facebook,Malaysia,Apple App Store,"['add', '’', 'even', 'tag', 'peopl', 'page', '’', 'post', 'someth', 'phone', 'without', 'need', 'sentenc']"
7,If it’s all due to the settings and “i have to change my settings” that is tedious and inconvinient.,0,1,The old facebook is some much better,13/8/2020 14:26,Facebook,Malaysia,Apple App Store,"['’', 'due', 'set', '“', 'chang', 'set', '”', 'tediou', 'inconveni']"
7,"It was so comfortable and I enjoy using the previous versions of Facebook where everything was there, quick and fast.",1,1,The old facebook is some much better,13/8/2020 14:26,Facebook,Malaysia,Apple App Store,"['comfort', 'enjoy', 'use', 'previou', 'version', 'facebook', 'everyth', 'quick', 'fast']"
7,Now it’s different.,0,1,The old facebook is some much better,13/8/2020 14:26,Facebook,Malaysia,Apple App Store,"['’', 'differ']"
7,"However, I still appreciate and support Facebook.",1,1,The old facebook is some much better,13/8/2020 14:26,Facebook,Malaysia,Apple App Store,"['howev', 'still', 'appreci', 'support', 'facebook']"
7,"It’s just that, the new version is harder to operate.",0,1,The old facebook is some much better,13/8/2020 14:26,Facebook,Malaysia,Apple App Store,"['’', 'new', 'version', 'harder', 'oper']"
7,Hope it helps.,1,1,The old facebook is some much better,13/8/2020 14:26,Facebook,Malaysia,Apple App Store,"['hope', 'help']"
7,Keep it up!,1,1,The old facebook is some much better,13/8/2020 14:26,Facebook,Malaysia,Apple App Store,['keep']
8,First I was blocked from Marketplace for no reason and now I’m restricted and no longer allowed to comments on groups.,0,1,Facebook is TRASH,24/5/2021 15:46,Facebook,Malaysia,Apple App Store,"['first', 'block', 'marketplac', 'reason', '’', 'restrict', 'longer', 'allow', 'comment', 'group']"
8,I did nothing wrong and I’m being punished for whatever it is Facebook thinks I did wrong.,0,1,Facebook is TRASH,24/5/2021 15:46,Facebook,Malaysia,Apple App Store,"['noth', 'wrong', '’', 'punish', 'whatev', 'facebook', 'think', 'wrong']"
8,I never commented anything negative on any post and I never spammed or did anything that could violate Facebook’s terms and conditions.,0,1,Facebook is TRASH,24/5/2021 15:46,Facebook,Malaysia,Apple App Store,"['never', 'comment', 'anyth', 'neg', 'post', 'never', 'spam', 'anyth', 'could', 'violat', 'facebook', '’', 'term', 'condit']"
8,I didn’t even use Facebook to login to other apps for security reasons.,0,1,Facebook is TRASH,24/5/2021 15:46,Facebook,Malaysia,Apple App Store,"['’', 'even', 'use', 'facebook', 'login', 'app', 'secur', 'reason']"
8,Submitted multiple reports but nothing is done by Facebook to fix the problem.,0,1,Facebook is TRASH,24/5/2021 15:46,Facebook,Malaysia,Apple App Store,"['submit', 'multipl', 'report', 'noth', 'done', 'facebook', 'fix', 'problem']"
8,So sick of it!,0,1,Facebook is TRASH,24/5/2021 15:46,Facebook,Malaysia,Apple App Store,['sick']
8,I hope Facebook will die just like MySpace and Friendster did.,0,1,Facebook is TRASH,24/5/2021 15:46,Facebook,Malaysia,Apple App Store,"['hope', 'facebook', 'die', 'like', 'myspac', 'friendster']"
8,Maybe then they’ll know how to appreciate and respect their users.,0,1,Facebook is TRASH,24/5/2021 15:46,Facebook,Malaysia,Apple App Store,"['mayb', '’', 'know', 'appreci', 'respect', 'user']"
8,People seriously need to stop using Facebook and all their other platforms just to show to them that without us users they are absolutely nothing.,0,1,Facebook is TRASH,24/5/2021 15:46,Facebook,Malaysia,Apple App Store,"['peopl', 'serious', 'need', 'stop', 'use', 'facebook', 'platform', 'show', 'without', 'us', 'user', 'absolut', 'noth']"
9,"Well, the Facebook app overall is good, but there is one suggestion for Facebook team which You could improve your voting system.",1,4,Voting system,9/12/2019 7:51,Facebook,Malaysia,Apple App Store,"['well', 'facebook', 'app', 'overal', 'good', 'one', 'suggest', 'facebook', 'team', 'could', 'improv', 'vote', 'system']"
9,"Sometime when there is a voting activity in a post, and it came with a lot of choice, it is hard to have a fair voting process, because most people will only choose the first or second option, as the other options have been 'blocked' and required user manually to open scroll down.",0,4,Voting system,9/12/2019 7:51,Facebook,Malaysia,Apple App Store,"['sometim', 'vote', 'activ', 'post', 'came', 'lot', 'choic', 'hard', 'fair', 'vote', 'process', 'peopl', 'choos', 'first', 'second', 'option', 'option', 'block', 'requir', 'user', 'manual', 'open', 'scroll']"
9,"Hence, I suggest you could make a separate link for voting, once the user clicked, the voting page will appear, although this may make the voting system more trouble, but it is more fair to all of us.",0,4,Voting system,9/12/2019 7:51,Facebook,Malaysia,Apple App Store,"['henc', 'suggest', 'could', 'make', 'separ', 'link', 'vote', 'user', 'click', 'vote', 'page', 'appear', 'although', 'may', 'make', 'vote', 'system', 'troubl', 'fair', 'us']"
10,"Facebook also deactivated at least 52 accounts belonging to Palestinian journalists and activists in a single day in early May, according to a report by London-based online news outlet Middle East Eye.",0,1,FREE PALESTINE 🇵🇸,20/5/2021 14:52,Facebook,Malaysia,Apple App Store,"['facebook', 'also', 'deactiv', 'least', 'account', 'belong', 'palestinian', 'journalist', 'activist', 'singl', 'day', 'earli', 'may', 'accord', 'report', 'london', 'base', 'onlin', 'news', 'outlet', 'middl', 'east', 'eye']"
10,"“My job is to document the kidnapping of children, the raids on the homes of innocent civilians and bombings carried out by the Syrian regime,” said Syrian journalist Mohammed Asakra, whose personal Facebook account was deleted in early May, along with dozens of others.",0,1,FREE PALESTINE 🇵🇸,20/5/2021 14:52,Facebook,Malaysia,Apple App Store,"['“', 'job', 'document', 'kidnap', 'children', 'raid', 'home', 'innoc', 'civilian', 'bomb', 'carri', 'syrian', 'regim', '”', 'said', 'syrian', 'journalist', 'moham', 'sara', 'whose', 'person', 'facebook', 'account', 'delet', 'earli', 'may', 'along', 'dozen', 'other']"
10,“Facebook doesn’t care.,0,1,FREE PALESTINE 🇵🇸,20/5/2021 14:52,Facebook,Malaysia,Apple App Store,"['“', 'facebook', '’', 'care']"
10,It closes our accounts on the pretext of terrorism.,0,1,FREE PALESTINE 🇵🇸,20/5/2021 14:52,Facebook,Malaysia,Apple App Store,"['close', 'account', 'pretext', 'terror']"
10,"We are against terrorism and violence.”

Over the last two months Facebook has deleted at least 35 accounts of Syrian journalists and activists, according to the Syrian Archive, a database of documentary evidence of human rights violations and other crimes committed by all sides of the conflict in Syria sourced mostly from social media.",0,1,FREE PALESTINE 🇵🇸,20/5/2021 14:52,Facebook,Malaysia,Apple App Store,"['terror', 'violenc', '”', 'last', 'two', 'month', 'facebook', 'delet', 'least', 'account', 'syrian', 'journalist', 'activist', 'accord', 'syrian', 'archiv', 'databas', 'documentari', 'evid', 'human', 'right', 'violat', 'crime', 'commit', 'side', 'conflict', 'syria', 'sourc', 'mostli', 'social', 'media']"
12,Only disable the account that fake.,0,3,Pls put the age limit to 4+,19/5/2021 14:05,Facebook,Malaysia,Apple App Store,"['disabl', 'account', 'fake']"
12,"If seeing the age getting smaller and smaller, that’s mean they’re kids, pls don’t disable the account that have this problem.",0,3,Pls put the age limit to 4+,19/5/2021 14:05,Facebook,Malaysia,Apple App Store,"['see', 'age', 'get', 'smaller', 'smaller', '’', 'mean', '’', 'kid', 'pl', '’', 'disabl', 'account', 'problem']"
12,Pleased you.,1,3,Pls put the age limit to 4+,19/5/2021 14:05,Facebook,Malaysia,Apple App Store,['pleas']
14,please check and update your facebook .,0,5,Cant Log in Facebook,4/12/2020 16:33,Facebook,Malaysia,Apple App Store,"['pleas', 'check', 'updat', 'facebook']"
14,"i want to find item , etc .",0,5,Cant Log in Facebook,4/12/2020 16:33,Facebook,Malaysia,Apple App Store,"['want', 'find', 'item', 'etc']"
14,cant see streamer on facebook .,0,5,Cant Log in Facebook,4/12/2020 16:33,Facebook,Malaysia,Apple App Store,"['cant', 'see', 'streamer', 'facebook']"
14,i only can open at safari only .,0,5,Cant Log in Facebook,4/12/2020 16:33,Facebook,Malaysia,Apple App Store,"['open', 'safari']"
14,waste my time install and unistall facebook still cant log in .,0,5,Cant Log in Facebook,4/12/2020 16:33,Facebook,Malaysia,Apple App Store,"['wast', 'time', 'instal', 'instal', 'facebook', 'still', 'cant', 'log']"
14,"it show ' An unexpected occured error , please log in again ' how long do i need to log in ?",0,5,Cant Log in Facebook,4/12/2020 16:33,Facebook,Malaysia,Apple App Store,"['show', 'unexpect', 'occur', 'error', 'pleas', 'log', 'long', 'need', 'log']"
14,still show the same words .,0,5,Cant Log in Facebook,4/12/2020 16:33,Facebook,Malaysia,Apple App Store,"['still', 'show', 'word']"
14,"im begging your team , please do something about this .",0,5,Cant Log in Facebook,4/12/2020 16:33,Facebook,Malaysia,Apple App Store,"['im', 'beg', 'team', 'pleas', 'someth']"
15,This is one of the most unethical and selfish app in the App Store.,0,1,People of the earth have some respect for yourselves,8/11/2021 3:48,Facebook,Malaysia,Apple App Store,"['one', 'uneth', 'selfish', 'app', 'app', 'store']"
15,Facebook has literally no respect for its users and the priority is to maximise revenue than creating a healthy secure environment for the users.,0,1,People of the earth have some respect for yourselves,8/11/2021 3:48,Facebook,Malaysia,Apple App Store,"['facebook', 'liter', 'respect', 'user', 'prioriti', 'maximis', 'revenu', 'creat', 'healthi', 'secur', 'environ', 'user']"
15,After all they are making money from our presence on their app.,0,1,People of the earth have some respect for yourselves,8/11/2021 3:48,Facebook,Malaysia,Apple App Store,"['make', 'money', 'presenc', 'app']"
15,This is for you users if reading this.,0,1,People of the earth have some respect for yourselves,8/11/2021 3:48,Facebook,Malaysia,Apple App Store,"['user', 'read']"
15,Please please once in for all show the world that we can get together and sanction a brand for disrespecting us.,0,1,People of the earth have some respect for yourselves,8/11/2021 3:48,Facebook,Malaysia,Apple App Store,"['pleas', 'pleas', 'show', 'world', 'get', 'togeth', 'sanction', 'brand', 'disrespect', 'us']"
15,Let them know the actual consumer’s power.,0,1,People of the earth have some respect for yourselves,8/11/2021 3:48,Facebook,Malaysia,Apple App Store,"['let', 'know', 'actual', 'consum', '’', 'power']"
15,There are alternative apps.,0,1,People of the earth have some respect for yourselves,8/11/2021 3:48,Facebook,Malaysia,Apple App Store,"['altern', 'app']"
15,"Spread the word; delete your accounts and let’s bring down this monster we built together called Facebook, WhatsApp, Instagram.. I’ve already done my part.",0,1,People of the earth have some respect for yourselves,8/11/2021 3:48,Facebook,Malaysia,Apple App Store,"['spread', 'word', 'delet', 'account', 'let', '’', 'bring', 'monster', 'built', 'togeth', 'call', 'facebook', 'whatsapp', 'instagram', '’', 'alreadi', 'done', 'part']"
16,First this app say 12+ that mean 12-20+ but why I put 2006 but why I can’t use it?,0,1,Age,7/12/2021 6:33,Facebook,Malaysia,Apple App Store,"['first', 'app', 'say', 'mean', 'put', '’', 'use']"
16,"Second:Dear Facebook, I know that you try to keep 21+ things to far away from 7-11years old ,but if you think that were correct you are right at the first but in the end your were wrong cause when they grow they also see the same things and learn the same things .",0,1,Age,7/12/2021 6:33,Facebook,Malaysia,Apple App Store,"['second', 'dear', 'facebook', 'know', 'tri', 'keep', 'thing', 'far', 'away', 'year', 'old', 'think', 'correct', 'right', 'first', 'end', 'wrong', 'caus', 'grow', 'also', 'see', 'thing', 'learn', 'thing']"
