,review_id,review,rating,review_title,date_time,app_name,country,app_market_place,predicted_sentiment,video,like,bug,photo,theme,bias,version,font,screen_smoothess,conversation,user_support,hotspot,connection,search_function,advertisement,voting_function,voice/video_call,notification,scam,post,media,tracking_algorithm,account,entertainment,security,dating,dislike,audio,storage,sticker,battery,game
10,1,Another problem about fb is the link.,3,Ads and links.,23/5/2019 16:14,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1,"Nowadays when I receive a fb link from my friends on other platform and I click on the link, it just leads me to fb home page, or the last page I was at when I last used fb, it doesn’t directly go to the link I click.",3,Ads and links.,23/5/2019 16:14,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,"I did find another way to click into the link, which is to copy the link and paste it on safari and go.",3,Ads and links.,23/5/2019 16:14,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,It’s very troublesome and I believe it’s bug to be fixed soon.,3,Ads and links.,23/5/2019 16:14,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,I like using fb but I believe the user experience can be improved tremendously just by fixing the bugs I mentioned above.,3,Ads and links.,23/5/2019 16:14,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2,Please fix the problem in marketplace!,2,Marketplace and Pages problem,12/5/2021 17:48,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2,I can't change the location even the map are not showing but my internet are all fine.,2,Marketplace and Pages problem,12/5/2021 17:48,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2,"Also when I select a right radius for specific place (my address to be exact), the products that showing are not from the place I selected.",2,Marketplace and Pages problem,12/5/2021 17:48,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2,Whether it's far from my place or nearby but not exactly to the place I selected.,2,Marketplace and Pages problem,12/5/2021 17:48,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2,Please fix it!!,2,Marketplace and Pages problem,12/5/2021 17:48,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2,"About page problem: The admins invited me to become one of their admins also in their Page, but I didn't receive any notifications that they invited me.",2,Marketplace and Pages problem,12/5/2021 17:48,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2,"I open the page settings in my account and it shows that I have 8pendings invitations but when I click the invitations button, there's no pages showing.",2,Marketplace and Pages problem,12/5/2021 17:48,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2,Literally nothing!,2,Marketplace and Pages problem,12/5/2021 17:48,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2,Those 8 pending invitations are nowhere to be found!,2,Marketplace and Pages problem,12/5/2021 17:48,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2,I googled everything to fix those problem and did All of the suggestions but it was no help at all.,2,Marketplace and Pages problem,12/5/2021 17:48,Facebook,Malaysia,Apple App Store,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,"Even some of my friends told me what to do but still nothing happened, the problem is still there.",2,Marketplace and Pages problem,12/5/2021 17:48,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2,I don't know what to do anymore and it's making me so frustrated!,2,Marketplace and Pages problem,12/5/2021 17:48,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27,2,Please fix it.,2,Marketplace and Pages problem,12/5/2021 17:48,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,3,I just made my account last night because i wanted to watch my favourite brand going for a special live that night.,1,Disabled for no f* reason,26/3/2022 22:38,Facebook,Malaysia,Apple App Store,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,3,It was a quick attempt so i had no time to upload a photo or add any friends.,1,Disabled for no f* reason,26/3/2022 22:38,Facebook,Malaysia,Apple App Store,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30,3,But there are basic information that can’t be leave empty that I’ve filled.,1,Disabled for no f* reason,26/3/2022 22:38,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,3,"And yet today when i sign in to complete my profile info, my account was already disabled??",1,Disabled for no f* reason,26/3/2022 22:38,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32,3,What are you disabling for??,1,Disabled for no f* reason,26/3/2022 22:38,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3,"I didn’t even add anyone or comment/like/share on anything for that matter, so who could’ve possibly wanna report me??",1,Disabled for no f* reason,26/3/2022 22:38,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
34,3,Makes no sense at all & makes me feel so mad because this shows how facebook are not so “user-friendly “ i guess.,1,Disabled for no f* reason,26/3/2022 22:38,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,You think bcs ur facebook so everyone’s gonna flatter around u?!,1,Disabled for no f* reason,26/3/2022 22:38,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3,"Well guess what, no thanks!",1,Disabled for no f* reason,26/3/2022 22:38,Facebook,Malaysia,Apple App Store,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,3,This app is so not welcoming & thank you for doing the disable job for me(hope you’ll just delete my acc).,1,Disabled for no f* reason,26/3/2022 22:38,Facebook,Malaysia,Apple App Store,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,3,Not gonna sign up anymore!,1,Disabled for no f* reason,26/3/2022 22:38,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
39,4,"I believe, after so many years using the same old Facebook, that we deserve a major rewrite of the app, from the ground up, like what you did to the Messenger app last year, making the app much smaller to download and update specially for those who rely on cellular network with limited data plan, and making the app much more easier to use and less clunky, like what Facebook currently is, if you can do that to Messenger, I hope you will bring the same improvements to Facebook app, redesign it with more user-friendly interface, make it consume less power, perform faster, last longer in the background, smaller in size, improve accessibility of the app UI and also improve your audio quality in videos etc, thanks for your time reading and hopefully considering this feedback.",3,Maybe it's time for a major rewrite of the app,23/6/2021 7:39,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,5,No much complaints except the 3 above.,3,Active status /too many ads /unpleasant update status,29/7/2019 14:26,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,5,I feel pretty uncomfortable about the ‘active status’ which is showing people whether you are online or offline.,3,Active status /too many ads /unpleasant update status,29/7/2019 14:26,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,5,"I know there is a button to turn it on or off but i still feel uncomfortable as somehow it might be turned on itself without our acknowledgement, or sometimes after we reinstall FB and forgot to turn off the function.",3,Active status /too many ads /unpleasant update status,29/7/2019 14:26,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,5,"Same goes to Messager that link to our FB account, it will ‘betray’ and expose your active status too even though the button has turned off!",3,Active status /too many ads /unpleasant update status,29/7/2019 14:26,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,5,"Another function that i dislike is there are too many ads/ sponsored ads which are rather disturbing than advertising, really spoil the mood of using FB.",3,Active status /too many ads /unpleasant update status,29/7/2019 14:26,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,5,"Also, sometimes i could see friends’ status update stating that “This content isn’t available at the moment” and the worse is that this kind of ‘update status’ might not be aware by the account holders themselves.",3,Active status /too many ads /unpleasant update status,29/7/2019 14:26,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,5,"By reading the content, i still don’t get what is the purpose of having this kind of ‘status update’!!",3,Active status /too many ads /unpleasant update status,29/7/2019 14:26,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,5,This might create unnecessary misunderstandings among the account holders and their friends.,3,Active status /too many ads /unpleasant update status,29/7/2019 14:26,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,5,Hence I would like to request the FB team to consider these issues.,3,Active status /too many ads /unpleasant update status,29/7/2019 14:26,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,5,Thank you.,3,Active status /too many ads /unpleasant update status,29/7/2019 14:26,Facebook,Malaysia,Apple App Store,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,6,I have reported 1 profile and 1 facebook page that it contents are sensitive to the facebook community.,2,Reports profile or page,20/3/2021 5:11,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,6,Both reports didn't make any difference as facebook still allow the sensitive contents to appear in the facebook page or newsfeed if my friendlist shared the post.,2,Reports profile or page,20/3/2021 5:11,Facebook,Malaysia,Apple App Store,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
52,6,"In the email, facebook only stated ""We have reviewed your reports on ....."" and didn't stated what is their action against my report.",2,Reports profile or page,20/3/2021 5:11,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,6,Facebook didn't really provide a lot of information regarding profile or facebook pages reports which is quite an disappointing.,2,Reports profile or page,20/3/2021 5:11,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54,6,Facebook also didn't take the appropriate action regarding all the reports I've made and I think the rest would experienced the same thing too.,2,Reports profile or page,20/3/2021 5:11,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,6,Provide a message column for facebook users to actually communicate with the facebook authorities.,2,Reports profile or page,20/3/2021 5:11,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,6,Please consider this review for facebook upgrades,2,Reports profile or page,20/3/2021 5:11,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,7,Lost so many features.,1,The old facebook is some much better,13/8/2020 14:26,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,7,I don’t find the “share post”’option on a page post on my handphone.,1,The old facebook is some much better,13/8/2020 14:26,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
59,7,I have to go on to my laptop to share it.,1,The old facebook is some much better,13/8/2020 14:26,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
60,7,"On the other hand, as a page editor, sharing other page’s post is just not available on my side.",1,The old facebook is some much better,13/8/2020 14:26,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
61,7,"To add to that, I can’t even tag people or pages when I’m posting something on my phone without needing to @ then in the sentences.",1,The old facebook is some much better,13/8/2020 14:26,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,7,If it’s all due to the settings and “i have to change my settings” that is tedious and inconvinient.,1,The old facebook is some much better,13/8/2020 14:26,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,7,"It was so comfortable and I enjoy using the previous versions of Facebook where everything was there, quick and fast.",1,The old facebook is some much better,13/8/2020 14:26,Facebook,Malaysia,Apple App Store,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,7,Now it’s different.,1,The old facebook is some much better,13/8/2020 14:26,Facebook,Malaysia,Apple App Store,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,7,"However, I still appreciate and support Facebook.",1,The old facebook is some much better,13/8/2020 14:26,Facebook,Malaysia,Apple App Store,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,7,"It’s just that, the new version is harder to operate.",1,The old facebook is some much better,13/8/2020 14:26,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,7,Hope it helps.,1,The old facebook is some much better,13/8/2020 14:26,Facebook,Malaysia,Apple App Store,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,7,Keep it up!,1,The old facebook is some much better,13/8/2020 14:26,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,8,First I was blocked from Marketplace for no reason and now I’m restricted and no longer allowed to comments on groups.,1,Facebook is TRASH,24/5/2021 15:46,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,8,I did nothing wrong and I’m being punished for whatever it is Facebook thinks I did wrong.,1,Facebook is TRASH,24/5/2021 15:46,Facebook,Malaysia,Apple App Store,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,8,I never commented anything negative on any post and I never spammed or did anything that could violate Facebook’s terms and conditions.,1,Facebook is TRASH,24/5/2021 15:46,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72,8,I didn’t even use Facebook to login to other apps for security reasons.,1,Facebook is TRASH,24/5/2021 15:46,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
73,8,Submitted multiple reports but nothing is done by Facebook to fix the problem.,1,Facebook is TRASH,24/5/2021 15:46,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,8,So sick of it!,1,Facebook is TRASH,24/5/2021 15:46,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,8,I hope Facebook will die just like MySpace and Friendster did.,1,Facebook is TRASH,24/5/2021 15:46,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,8,Maybe then they’ll know how to appreciate and respect their users.,1,Facebook is TRASH,24/5/2021 15:46,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,8,People seriously need to stop using Facebook and all their other platforms just to show to them that without us users they are absolutely nothing.,1,Facebook is TRASH,24/5/2021 15:46,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,9,"Well, the Facebook app overall is good, but there is one suggestion for Facebook team which You could improve your voting system.",4,Voting system,9/12/2019 7:51,Facebook,Malaysia,Apple App Store,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,9,"Sometime when there is a voting activity in a post, and it came with a lot of choice, it is hard to have a fair voting process, because most people will only choose the first or second option, as the other options have been 'blocked' and required user manually to open scroll down.",4,Voting system,9/12/2019 7:51,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,9,"Hence, I suggest you could make a separate link for voting, once the user clicked, the voting page will appear, although this may make the voting system more trouble, but it is more fair to all of us.",4,Voting system,9/12/2019 7:51,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,10,"Facebook also deactivated at least 52 accounts belonging to Palestinian journalists and activists in a single day in early May, according to a report by London-based online news outlet Middle East Eye.",1,FREE PALESTINE 🇵🇸,20/5/2021 14:52,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,10,"“My job is to document the kidnapping of children, the raids on the homes of innocent civilians and bombings carried out by the Syrian regime,” said Syrian journalist Mohammed Asakra, whose personal Facebook account was deleted in early May, along with dozens of others.",1,FREE PALESTINE 🇵🇸,20/5/2021 14:52,Facebook,Malaysia,Apple App Store,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,10,“Facebook doesn’t care.,1,FREE PALESTINE 🇵🇸,20/5/2021 14:52,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,10,It closes our accounts on the pretext of terrorism.,1,FREE PALESTINE 🇵🇸,20/5/2021 14:52,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,10,"We are against terrorism and violence.”

Over the last two months Facebook has deleted at least 35 accounts of Syrian journalists and activists, according to the Syrian Archive, a database of documentary evidence of human rights violations and other crimes committed by all sides of the conflict in Syria sourced mostly from social media.",1,FREE PALESTINE 🇵🇸,20/5/2021 14:52,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
86,12,Only disable the account that fake.,3,Pls put the age limit to 4+,19/5/2021 14:05,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
87,12,"If seeing the age getting smaller and smaller, that’s mean they’re kids, pls don’t disable the account that have this problem.",3,Pls put the age limit to 4+,19/5/2021 14:05,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,12,Pleased you.,3,Pls put the age limit to 4+,19/5/2021 14:05,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,14,please check and update your facebook .,5,Cant Log in Facebook,4/12/2020 16:33,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,14,"i want to find item , etc .",5,Cant Log in Facebook,4/12/2020 16:33,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,14,cant see streamer on facebook .,5,Cant Log in Facebook,4/12/2020 16:33,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,14,i only can open at safari only .,5,Cant Log in Facebook,4/12/2020 16:33,Facebook,Malaysia,Apple App Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
